,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
3630,Sam Peckinpah,Warren Oates,Action Adventure Western,William Holden,The Wild Bunch,L.Q. Jones,Sam Peckinpah Warren Oates William Holden Action Adventure Western L.Q. Jones
3631,Jonathan Levine,Aaron Yoo,Comedy Drama Romance,Mary-Kate Olsen,The Wackness,Method Man,Jonathan Levine Aaron Yoo Mary-Kate Olsen Comedy Drama Romance Method Man
3632,Michael Crichton,Michael Elphick,Adventure Crime Drama Thriller,Lesley-Anne Down,The Great Train Robbery,Pamela Salem,Michael Crichton Michael Elphick Lesley-Anne Down Adventure Crime Drama Thriller Pamela Salem
3633,Lynne Ramsay,Bryan Dick,Drama,Samantha Morton,Morvern Callar,Paul Popplewell,Lynne Ramsay Bryan Dick Samantha Morton Drama Paul Popplewell
3634,Sylvio Tabet,Kari Wuhrer,Action Adventure Fantasy Sci-Fi,Michael Berryman,Beastmaster 2: Through the Portal of Time,Marc Singer,Sylvio Tabet Kari Wuhrer Michael Berryman Action Adventure Fantasy Sci-Fi Marc Singer
3635,Rick Bieber,Kendrick Cross,Biography Drama Sport,Aidan Quinn,The 5th Quarter,Sammy Nagi Njuguna,Rick Bieber Kendrick Cross Aidan Quinn Biography Drama Sport Sammy Nagi Njuguna
3636,Claude Chabrol,Nathalie Baye,Drama,Benoît Magimel,The Flower of Evil,Mélanie Doutey,Claude Chabrol Nathalie Baye Benoît Magimel Drama Mélanie Doutey
3637,Shana Feste,Zoë Kravitz,Drama Romance,Jennifer Ehle,The Greatest,Cara Seymour,Shana Feste Zoë Kravitz Jennifer Ehle Drama Romance Cara Seymour
3638,Wayne Wang,Russell Wong,Drama History,Bingbing Li,Snow Flower and the Secret Fan,Ji-hyun Jun,Wayne Wang Russell Wong Bingbing Li Drama History Ji-hyun Jun
3639,Joey Lauren Adams,Diane Ladd,Drama Romance,Tim Blake Nelson,Come Early Morning,Ritchie Montgomery,Joey Lauren Adams Diane Ladd Tim Blake Nelson Drama Romance Ritchie Montgomery
3640,Peter Cattaneo,Olivia Williams,Comedy Crime Romance,James Nesbitt,Lucky Break,Peter McNamara,Peter Cattaneo Olivia Williams James Nesbitt Comedy Crime Romance Peter McNamara
3641,Fred Zinnemann,Jane Fonda,Drama,Meryl Streep,Julia,Vanessa Redgrave,Fred Zinnemann Jane Fonda Meryl Streep Drama Vanessa Redgrave
3642,S.R. Bindler,Scott Glenn,Comedy,Matthew McConaughey,"Surfer, Dude",Sarah Wright,S.R. Bindler Scott Glenn Matthew McConaughey Comedy Sarah Wright
3643,Tony Kaye,Pat Buchanan,Documentary,Noam Chomsky,Lake of Fire,Bill Baird,Tony Kaye Pat Buchanan Noam Chomsky Documentary Bill Baird
3644,Greg Marcks,Barbara Hershey,Comedy Crime Drama,Henry Thomas,11:14,Shawn Hatosy,Greg Marcks Barbara Hershey Henry Thomas Comedy Crime Drama Shawn Hatosy
3645,Perry Lang,Kevin Tighe,Action Drama Thriller,Catherine Bell,Men of War,Tim Guinee,Perry Lang Kevin Tighe Catherine Bell Action Drama Thriller Tim Guinee
3646,Jake Goldberger,M. Emmet Walsh,Drama Mystery Thriller,Pruitt Taylor Vince,Don McKay,Robert Wahlberg,Jake Goldberger M. Emmet Walsh Pruitt Taylor Vince Drama Mystery Thriller Robert Wahlberg
3647,Stefan Ruzowitzky,Olivia Wilde,Crime Drama Thriller,Charlie Hunnam,Deadfall,Sissy Spacek,Stefan Ruzowitzky Olivia Wilde Charlie Hunnam Crime Drama Thriller Sissy Spacek
3648,Vic Sarin,Aidan Quinn,Drama Family,Connie Nielsen,A Shine of Rainbows,John Bell,Vic Sarin Aidan Quinn Connie Nielsen Drama Family John Bell
3649,William Kaufman,Sean Cook,Action Thriller,Drew Waters,The Hit List,Cole Hauser,William Kaufman Sean Cook Drew Waters Action Thriller Cole Hauser
3651,David Cronenberg,Leslie Carlson,Horror Mystery Sci-Fi Thriller,Debbie Harry,Videodrome,Reiner Schwarz,David Cronenberg Leslie Carlson Debbie Harry Horror Mystery Sci-Fi Thriller Reiner Schwarz
3652,Cédric Klapisch,Cécile De France,Comedy Drama,Romain Duris,L'auberge espagnole,Iddo Goldberg,Cédric Klapisch Cécile De France Romain Duris Comedy Drama Iddo Goldberg
3653,Kate Barker-Froyland,Shawn Parsons,Drama Music,Anne Hathaway,Song One,Li Jun Li,Kate Barker-Froyland Shawn Parsons Anne Hathaway Drama Music Li Jun Li
3654,Barbet Schroeder,Chris Penn,Crime Mystery Thriller,Ryan Gosling,Murder by Numbers,Agnes Bruckner,Barbet Schroeder Chris Penn Ryan Gosling Crime Mystery Thriller Agnes Bruckner
3655,Martin Koolhoven,Tygo Gernandt,Drama History War,Yorick van Wageningen,Winter in Wartime,Martijn Lakemeier,Martin Koolhoven Tygo Gernandt Yorick van Wageningen Drama History War Martijn Lakemeier
3656,Charles Matthau,Michael Jai White,Comedy Crime Thriller,Billy Burke,Freaky Deaky,Bill Duke,Charles Matthau Michael Jai White Billy Burke Comedy Crime Thriller Bill Duke
3657,John Frankenheimer,Paul Scofield,Thriller War,Jeanne Moreau,The Train,Michel Simon,John Frankenheimer Paul Scofield Jeanne Moreau Thriller War Michel Simon
3658,Christopher M. Bessette,John Billingsley,Drama Thriller,Mira Sorvino,Trade of Innocents,Trieu Tran,Christopher M. Bessette John Billingsley Mira Sorvino Drama Thriller Trieu Tran
3659,Prachya Pinkaew,Nathan Jones,Action Crime Drama Thriller,Jon Foo,The Protector,Johnny Nguyen,Prachya Pinkaew Nathan Jones Jon Foo Action Crime Drama Thriller Johnny Nguyen
3660,Gary Sinyor,Frank Finlay,Comedy,Sean Pertwee,Stiff Upper Lips,Samuel West,Gary Sinyor Frank Finlay Sean Pertwee Comedy Samuel West
3662,Gurinder Chadha,Parminder Nagra,Comedy Drama Romance Sport,Archie Panjabi,Bend It Like Beckham,Anupam Kher,Gurinder Chadha Parminder Nagra Archie Panjabi Comedy Drama Romance Sport Anupam Kher
3663,John Sayles,Edie Falco,Drama Romance,Miguel Ferrer,Sunshine State,Timothy Hutton,John Sayles Edie Falco Miguel Ferrer Drama Romance Timothy Hutton
3664,Preston A. Whitmore II,Wayne Brady,Action Sport,Wesley Jonathan,Crossover,Eva Marcille,Preston A. Whitmore II Wayne Brady Wesley Jonathan Action Sport Eva Marcille
3665,Ashish R. Mohan,Mithun Chakraborty,Action Comedy,Asin,Khiladi 786,Johnny Lever,Ashish R. Mohan Mithun Chakraborty Asin Action Comedy Johnny Lever
3666,Jaume Balagueró,Pablo Rosso,Horror,Jonathan D. Mellor,[Rec] 2,Andrea Ros,Jaume Balagueró Pablo Rosso Jonathan D. Mellor Horror Andrea Ros
3667,Stewart Raffill,Alexis Biesiada,Musical,Kayla Jackson,Standing Ovation,Kayla Raparelli,Stewart Raffill Alexis Biesiada Kayla Jackson Musical Kayla Raparelli
3668,George Roy Hill,Robert Shaw,Comedy Crime Drama,Eileen Brennan,The Sting,Ray Walston,George Roy Hill Robert Shaw Eileen Brennan Comedy Crime Drama Ray Walston
3669,Hugh Hudson,Ben Cross,Biography Drama Sport,Alice Krige,Chariots of Fire,John Gielgud,Hugh Hudson Ben Cross Alice Krige Biography Drama Sport John Gielgud
3670,Darren Grant,Kimberly Elise,Comedy Drama Romance,Cicely Tyson,Diary of a Mad Black Woman,Tamara Taylor,Darren Grant Kimberly Elise Cicely Tyson Comedy Drama Romance Tamara Taylor
3671,Scott Hicks,Armin Mueller-Stahl,Biography Drama Music Romance,Noah Taylor,Shine,Nicholas Bell,Scott Hicks Armin Mueller-Stahl Noah Taylor Biography Drama Music Romance Nicholas Bell
3672,Joseph Gordon-Levitt,Scarlett Johansson,Comedy Drama Romance,Joseph Gordon-Levitt,Don Jon,Tony Danza,Joseph Gordon-Levitt Scarlett Johansson Joseph Gordon-Levitt Comedy Drama Romance Tony Danza
3673,Clint Eastwood,Richard Bull,Mystery Western,Clint Eastwood,High Plains Drifter,John Hillerman,Clint Eastwood Richard Bull Clint Eastwood Mystery Western John Hillerman
3674,Terry Zwigoff,Steve Buscemi,Comedy Drama,Scarlett Johansson,Ghost World,T.J. Thyne,Terry Zwigoff Steve Buscemi Scarlett Johansson Comedy Drama T.J. Thyne
3675,Richard Eyre,Jim Broadbent,Biography Drama Romance,Kate Winslet,Iris,Kris Marshall,Richard Eyre Jim Broadbent Kate Winslet Biography Drama Romance Kris Marshall
3676,William Sachs,Avery Schreiber,Comedy Sci-Fi,Stephen Macht,Galaxina,Angelo Rossitto,William Sachs Avery Schreiber Stephen Macht Comedy Sci-Fi Angelo Rossitto
3677,Christophe Barratier,François Berléand,Drama Music,Jean-Baptiste Maunier,The Chorus,Gérard Jugnot,Christophe Barratier François Berléand Jean-Baptiste Maunier Drama Music Gérard Jugnot
3678,Émile Gaudreault,Luke Kirby,Comedy Drama,Paul Sorvino,Mambo Italiano,Claudia Ferri,Émile Gaudreault Luke Kirby Paul Sorvino Comedy Drama Claudia Ferri
3679,James Cox,Louis Lombardi,Crime Drama Mystery Thriller,Alexis Dziena,Wonderland,Franky G,James Cox Louis Lombardi Alexis Dziena Crime Drama Mystery Thriller Franky G
3680,Spike Lee,John Savage,Drama,Ruby Dee,Do the Right Thing,Danny Aiello,Spike Lee John Savage Ruby Dee Drama Danny Aiello
3681,James Toback,Eric Stoltz,Comedy Crime Drama Romance Thriller,Sarah Michelle Gellar,Harvard Man,Joey Lauren Adams,James Toback Eric Stoltz Sarah Michelle Gellar Comedy Crime Drama Romance Thriller Joey Lauren Adams
3682,Aki Kaurismäki,Kati Outinen,Comedy Drama,Jean-Pierre Léaud,Le Havre,Jean-Pierre Darroussin,Aki Kaurismäki Kati Outinen Jean-Pierre Léaud Comedy Drama Jean-Pierre Darroussin
3683,Gaspar Noé,Albert Dupontel,Crime Drama Mystery Thriller,Philippe Nahon,Irreversible,Jo Prestia,Gaspar Noé Albert Dupontel Philippe Nahon Crime Drama Mystery Thriller Jo Prestia
3684,Hitoshi Matsumoto,Hitoshi Matsumoto,Comedy Drama,Lindsay Kay Hayward,R100,Shinobu Terajima,Hitoshi Matsumoto Hitoshi Matsumoto Lindsay Kay Hayward Comedy Drama Shinobu Terajima
3685,Rakeysh Omprakash Mehra,Steven Mackintosh,Comedy Drama History Romance,Anupam Kher,Rang De Basanti,Madhavan,Rakeysh Omprakash Mehra Steven Mackintosh Anupam Kher Comedy Drama History Romance Madhavan
3686,Collin Schiffli,John Heard,Drama,Kim Shaw,Animals,David Dastmalchian,Collin Schiffli John Heard Kim Shaw Drama David Dastmalchian
3687,George Ratliff,Cree Kelly,Action Comedy Drama Thriller,Jim Gaffigan,Salvation Boulevard,Mike Eshaq,George Ratliff Cree Kelly Jim Gaffigan Action Comedy Drama Thriller Mike Eshaq
3688,David Wain,Ken Marino,Comedy Romance,Jon Hamm,The Ten,Ron Silver,David Wain Ken Marino Jon Hamm Comedy Romance Ron Silver
3689,Shane Meadows,Paddy Considine,Comedy Drama,Bob Hoskins,A Room for Romeo Brass,Shane Meadows,Shane Meadows Paddy Considine Bob Hoskins Comedy Drama Shane Meadows
3690,Morten Tyldum,Synnøve Macody Lund,Crime Drama Thriller,Aksel Hennie,Headhunters,Julie R. Ølgaard,Morten Tyldum Synnøve Macody Lund Aksel Hennie Crime Drama Thriller Julie R. Ølgaard
3691,Jon Wright,Richard Coyle,Comedy Horror Sci-Fi Thriller,Russell Tovey,Grabbers,Bronagh Gallagher,Jon Wright Richard Coyle Russell Tovey Comedy Horror Sci-Fi Thriller Bronagh Gallagher
3692,Michael McGowan,Adam Butcher,Comedy Drama Sport,Campbell Scott,Saint Ralph,Gordon Pinsent,Michael McGowan Adam Butcher Campbell Scott Comedy Drama Sport Gordon Pinsent
3693,Liv Ullmann,Jessica Chastain,Drama Romance,Samantha Morton,Miss Julie,Colin Farrell,Liv Ullmann Jessica Chastain Samantha Morton Drama Romance Colin Farrell
3694,Jeannot Szwarc,Bill Erwin,Drama Fantasy Romance,Teresa Wright,Somewhere in Time,George Voskovec,Jeannot Szwarc Bill Erwin Teresa Wright Drama Fantasy Romance George Voskovec
3695,Rohan Sippy,Bipasha Basu,Action Crime Drama Thriller,Abhishek Bachchan,Dum Maaro Dum,Prateik,Rohan Sippy Bipasha Basu Abhishek Bachchan Action Crime Drama Thriller Prateik
3696,James Wan,Barbara Hershey,Fantasy Horror Thriller,Lin Shaye,Insidious: Chapter 2,Leigh Whannell,James Wan Barbara Hershey Lin Shaye Fantasy Horror Thriller Leigh Whannell
3697,Darren Lynn Bousman,Tony Nappo,Horror Mystery,Emmanuelle Vaugier,Saw II,Shawnee Smith,Darren Lynn Bousman Tony Nappo Emmanuelle Vaugier Horror Mystery Shawnee Smith
3698,Dan Trachtenberg,John Gallagher Jr.,Drama Horror Mystery Sci-Fi Thriller,Bradley Cooper,10 Cloverfield Lane,Sumalee Montano,Dan Trachtenberg John Gallagher Jr. Bradley Cooper Drama Horror Mystery Sci-Fi Thriller Sumalee Montano
3699,Jeff Tremaine,Steve-O,Comedy Documentary,Bam Margera,Jackass: The Movie,Chris Pontius,Jeff Tremaine Steve-O Bam Margera Comedy Documentary Chris Pontius
3700,David F. Sandberg,Amiah Miller,Horror,Billy Burke,Lights Out,Gabriel Bateman,David F. Sandberg Amiah Miller Billy Burke Horror Gabriel Bateman
3701,Henry Joost,Sprague Grayden,Horror,Johanna Braddy,Paranormal Activity 3,Christopher Nicholas Smith,Henry Joost Sprague Grayden Johanna Braddy Horror Christopher Nicholas Smith
3702,Stiles White,Shelley Hennig,Fantasy Horror,Lin Shaye,Ouija,Daren Kagasoff,Stiles White Shelley Hennig Lin Shaye Fantasy Horror Daren Kagasoff
3703,Chuck Russell,Heather Langenkamp,Action Fantasy Horror Thriller,John Saxon,A Nightmare on Elm Street 3: Dream Warriors,Jennifer Rubin,Chuck Russell Heather Langenkamp John Saxon Action Fantasy Horror Thriller Jennifer Rubin
3704,Joel Edgerton,Allison Tolman,Mystery Thriller,Busy Philipps,The Gift,Wendell Pierce,Joel Edgerton Allison Tolman Busy Philipps Mystery Thriller Wendell Pierce
3705,Eugenio Derbez,Jessica Lindsey,Comedy Drama,Eugenio Derbez,Instructions Not Included,Hugo Stiglitz,Eugenio Derbez Jessica Lindsey Eugenio Derbez Comedy Drama Hugo Stiglitz
3706,Henry Joost,Brendon Eggertsen,Horror,Matt Shively,Paranormal Activity 4,Alisha Boe,Henry Joost Brendon Eggertsen Matt Shively Horror Alisha Boe
3707,Henry Koster,Jean Simmons,Drama History,Richard Burton,The Robe,Victor Mature,Henry Koster Jean Simmons Richard Burton Drama History Victor Mature
3708,Blake Edwards,Herbert Lom,Comedy Crime Mystery,Burt Kwouk,The Return of the Pink Panther,Catherine Schell,Blake Edwards Herbert Lom Burt Kwouk Comedy Crime Mystery Catherine Schell
3709,Rachel Talalay,Tom Arnold,Comedy Fantasy Horror Thriller,Johnny Depp,Freddy's Dead: The Final Nightmare,Yaphet Kotto,Rachel Talalay Tom Arnold Johnny Depp Comedy Fantasy Horror Thriller Yaphet Kotto
3710,Patty Jenkins,Bruce Dern,Biography Crime Drama Thriller,Charlize Theron,Monster,Pruitt Taylor Vince,Patty Jenkins Bruce Dern Charlize Theron Biography Crime Drama Thriller Pruitt Taylor Vince
3711,Richard Fleischer,Robert J. Wilke,Adventure Drama Family Fantasy Sci-Fi,James Mason,"20,000 Leagues Under the Sea",Paul Lukas,Richard Fleischer Robert J. Wilke James Mason Adventure Drama Family Fantasy Sci-Fi Paul Lukas
3712,Christopher Landon,Gloria Sandoval,Fantasy Horror Thriller,Richard Cabral,Paranormal Activity: The Marked Ones,Molly Ephraim,Christopher Landon Gloria Sandoval Richard Cabral Fantasy Horror Thriller Molly Ephraim
3713,David Lynch,Anne Bancroft,Biography Drama,Anthony Hopkins,The Elephant Man,Dexter Fletcher,David Lynch Anne Bancroft Anthony Hopkins Biography Drama Dexter Fletcher
3714,Jean-Marc Vallée,Jennifer Garner,Biography Drama,Matthew McConaughey,Dallas Buyers Club,Denis O'Hare,Jean-Marc Vallée Jennifer Garner Matthew McConaughey Biography Drama Denis O'Hare
3715,David Gelb,Mark Duplass,Horror Sci-Fi Thriller,Olivia Wilde,The Lazarus Effect,Donald Glover,David Gelb Mark Duplass Olivia Wilde Horror Sci-Fi Thriller Donald Glover
3716,Christopher Nolan,Thomas Lennon,Mystery Thriller,Callum Rennie,Memento,Jorja Fox,Christopher Nolan Thomas Lennon Callum Rennie Mystery Thriller Jorja Fox
3717,Mike Flanagan,Rory Cochrane,Horror Mystery,James Lafferty,Oculus,Garrett Ryan,Mike Flanagan Rory Cochrane James Lafferty Horror Mystery Garrett Ryan
3718,Kevin Smith,Jason Mewes,Comedy,Ethan Suplee,Clerks II,Brian O'Halloran,Kevin Smith Jason Mewes Ethan Suplee Comedy Brian O'Halloran
3719,Stephen Daldry,Gary Lewis,Drama Music,Julie Walters,Billy Elliot,Jamie Draven,Stephen Daldry Gary Lewis Julie Walters Drama Music Jamie Draven
3720,Nat Faxon,Liam James,Comedy Drama,Steve Carell,The Way Way Back,Jim Rash,Nat Faxon Liam James Steve Carell Comedy Drama Jim Rash
3721,George Jackson,Tisha Campbell-Martin,Comedy Drama Music Romance,William Schallert,House Party 2,Helen Martin,George Jackson Tisha Campbell-Martin William Schallert Comedy Drama Music Romance Helen Martin
3722,George Miller,Jack Thompson,Adventure Drama Family Romance Western,Tony Bonner,The Man from Snowy River,Tom Burlinson,George Miller Jack Thompson Tony Bonner Adventure Drama Family Romance Western Tom Burlinson
3723,Maurice Joyce,Constance Shulman,Animation Comedy Family,Frank Welker,Doug's 1st Movie,Alice Playten,Maurice Joyce Constance Shulman Frank Welker Animation Comedy Family Alice Playten
3724,Robert Duvall,Todd Allen,Drama,John Beasley,The Apostle,June Carter Cash,Robert Duvall Todd Allen John Beasley Drama June Carter Cash
3725,Frank Perry,Xander Berkeley,Biography Drama,Faye Dunaway,Mommie Dearest,Diana Scarwid,Frank Perry Xander Berkeley Faye Dunaway Biography Drama Diana Scarwid
3726,Jesse Peretz,Adam Scott,Comedy Drama,Zooey Deschanel,Our Idiot Brother,Steve Coogan,Jesse Peretz Adam Scott Zooey Deschanel Comedy Drama Steve Coogan
3727,Stephen Hopkins,Tony Curran,Biography Drama Sport,William Hurt,Race,David Kross,Stephen Hopkins Tony Curran William Hurt Biography Drama Sport David Kross
3728,Ice Cube,Monica Calhoun,Comedy Drama,Bernie Mac,The Players Club,Chrystale Wilson,Ice Cube Monica Calhoun Bernie Mac Comedy Drama Chrystale Wilson
3729,Tim Blake Nelson,Andrew Keegan,Drama Romance Thriller,Mekhi Phifer,O,John Heard,Tim Blake Nelson Andrew Keegan Mekhi Phifer Drama Romance Thriller John Heard
3730,John Erick Dowdle,Edwin Hodge,Horror Mystery Thriller,Ben Feldman,"As Above, So Below",Perdita Weeks,John Erick Dowdle Edwin Hodge Ben Feldman Horror Mystery Thriller Perdita Weeks
3731,Bille Woodruff,Cameron Mills,Drama Thriller,Boris Kodjoe,Addicted,Sharon Leal,Bille Woodruff Cameron Mills Boris Kodjoe Drama Thriller Sharon Leal
3732,Kasi Lemmons,Lynn Whitfield,Drama,Jurnee Smollett-Bell,Eve's Bayou,Diahann Carroll,Kasi Lemmons Lynn Whitfield Jurnee Smollett-Bell Drama Diahann Carroll
3733,Richard Glatzer,Hunter Parrish,Drama,Kristen Stewart,Still Alice,Seth Gilliam,Richard Glatzer Hunter Parrish Kristen Stewart Drama Seth Gilliam
3734,Michael Curtiz,Peter Ustinov,Drama History,Gene Tierney,The Egyptian,Jean Simmons,Michael Curtiz Peter Ustinov Gene Tierney Drama History Jean Simmons
3735,Bruce Malmuth,Lindsay Wagner,Action Crime Thriller,Sylvester Stallone,Nighthawks,Persis Khambatta,Bruce Malmuth Lindsay Wagner Sylvester Stallone Action Crime Thriller Persis Khambatta
3736,Rob Hedden,Peter Mark Richman,Adventure Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan,Scott Reeves,Rob Hedden Peter Mark Richman Kane Hodder Adventure Horror Scott Reeves
3737,Joel Zwick,Louis Mandylor,Comedy Family Romance,Nia Vardalos,My Big Fat Greek Wedding,Lainie Kazan,Joel Zwick Louis Mandylor Nia Vardalos Comedy Family Romance Lainie Kazan
3738,Harmony Korine,Heather Morris,Crime Drama,James Franco,Spring Breakers,Rachel Korine,Harmony Korine Heather Morris James Franco Crime Drama Rachel Korine
3739,Joe Chappelle,Kim Darby,Horror Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers,Mitchell Ryan,Joe Chappelle Kim Darby Donald Pleasence Horror Thriller Mitchell Ryan
3740,Alfonso Cuarón,Daniel Giménez Cacho,Adventure Comedy Drama Romance,Maribel Verdú,Y Tu Mamá También,María Aura,Alfonso Cuarón Daniel Giménez Cacho Maribel Verdú Adventure Comedy Drama Romance María Aura
3741,Edgar Wright,Dylan Moran,Comedy Horror,Peter Serafinowicz,Shaun of the Dead,Rafe Spall,Edgar Wright Dylan Moran Peter Serafinowicz Comedy Horror Rafe Spall
3742,Mickey Liddell,Randy Wayne,Drama Horror Thriller,Jessica Lowndes,The Haunting of Molly Hartley,Haley Bennett,Mickey Liddell Randy Wayne Jessica Lowndes Drama Horror Thriller Haley Bennett
3743,John Sayles,Clifton James,Drama Mystery,Matthew McConaughey,Lone Star,Miriam Colon,John Sayles Clifton James Matthew McConaughey Drama Mystery Miriam Colon
3744,Dwight H. Little,Kathleen Kinmont,Horror Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers,Ellie Cornell,Dwight H. Little Kathleen Kinmont Donald Pleasence Horror Thriller Ellie Cornell
3745,Fred Walton,Deborah Foreman,Horror Mystery,Thomas F. Wilson,April Fool's Day,Clayton Rohner,Fred Walton Deborah Foreman Thomas F. Wilson Horror Mystery Clayton Rohner
3746,Barry Levinson,Daniel Stern,Comedy Drama,Steve Guttenberg,Diner,Ellen Barkin,Barry Levinson Daniel Stern Steve Guttenberg Comedy Drama Ellen Barkin
